Unnamed: 0,log_price,area,bedrooms,bathrooms,floors,property_type,furniture,legal_status,distance_to_center
313,24.05547034715733,75,6,6,5.0,shophouse,full,other,7.196478919894899
459,22.05826690394191,46,1,1,5.0,apartment,basic,contract,9.134892174507602
160,22.802707378751247,87,2,2,5.0,apartment,other,has_title,8.614620699824316
276,23.49585455924869,186,4,4,5.0,apartment,full,has_title,7.124199668716952
443,23.28821519448487,50,4,3,4.0,private_house,other,has_title,11.57882662537022
191,23.55647918106145,100,4,5,4.0,villa,basic,contract,16.36971071100381
385,22.515025306341133,37,3,2,5.0,private_house,other,has_title,10.389314135462303
293,24.573413438677747,126,4,4,3.0,villa,other,has_title,6.629233773030523
413,23.55057945893461,72,6,4,5.0,private_house,full,has_title,0.5853437112570639
343,25.142106444755058,137,5,5,5.0,street_house,full,has_title,5.761855208251885
257,23.46410586093613,55,5,6,7.0,private_house,full,has_title,2.700081656824901
308,21.465203182151978,43,2,2,5.0,apartment,full,has_title,11.6284543237875
149,22.08424239033842,64,2,2,5.0,apartment,full,has_title,12.45119541150822
130,22.66917598614458,540,3,2,5.0,land,other,has_title,32.85269351715352
151,25.123868857205498,335,3,2,5.0,street_house,other,has_title,2.678905228519846
359,23.83678114620123,140,24,24,6.0,private_house,full,has_title,5.022509713148533
99,25.590800287409685,200,3,2,5.0,street_house,other,other,5.661782001788728
372,22.87502804032216,72,2,2,5.0,apartment,basic,has_title,6.238645416332043
87,22.898017558544208,42,5,3,5.0,private_house,basic,has_title,7.127079273305566
458,24.66484764463552,129,20,21,5.0,apartment,other,other,5.4467288007296295
330,22.53155460828961,79,3,2,5.0,apartment,basic,contract,12.416879036779395
214,22.87502804032216,104,3,2,5.0,apartment,full,has_title,8.837232847701928
466,22.72474583729167,52,3,2,5.0,land,other,has_title,10.4231504259703
121,22.86333200056033,43,5,4,5.0,private_house,full,has_title,3.746294205702728
502,25.664908259562857,200,3,2,6.0,street_house,other,has_title,0.9547616571118952
20,23.573972338507943,96,3,2,5.0,villa,other,has_title,16.513500785243167
188,22.35250637687277,74,2,2,5.0,apartment,other,other,8.534424985454242
71,22.82739999133857,123,3,2,5.0,apartment,other,has_title,9.196432102756855
106,21.82187812594785,43,1,1,5.0,apartment,full,contract,12.446012993199728
270,22.610335486130307,83,3,2,5.0,private_house,full,has_title,9.130404181245623
348,22.05826690394191,82,2,2,5.0,apartment,full,other,11.609917336804523
435,22.602730886746244,97,3,2,5.0,apartment,other,contract,4.164369032182917
102,23.61363759489813,80,5,3,4.0,villa,basic,other,12.611231584894393
